gene,HR,coef,p_value,CI_lower,CI_upper,n_samples
C12orf43,6.856679779642012,1.9252233274366404,0.08430902530410127,0.770512837720076,61.016579217115705,265
SNX8,2.8676463061983943,1.0534915909337124,0.35566268342303287,0.30667525671475293,26.814668472266415,265
FOXP2,3.703044676307209,1.309155366753972,0.23848017617330022,0.4199756991004771,32.650793615195596,265
TMEM168,3.016778825855645,1.1041896481942222,0.3593333468974309,0.28456207534601285,31.98231694460575,265
LFNG,8.018547949962082,2.0817573518655497,0.08857198382247065,0.7304140301473044,88.02830801713125,265
TMEM106B,2.230669890532962,0.8023019397033142,0.4901598316813104,0.22844075811592154,21.78196308561249,265
MMAB,4.093859972577408,1.4094882835709661,0.2707302380876734,0.3332823993465311,50.286752339554454,265
RADIL,5.345400453889692,1.6762364628847157,0.17216394345646982,0.4818496913411272,59.29920995262306,265
UBE3B,4.384799935915301,1.4781440001345763,0.1762870741614735,0.5146589015870553,37.35769539536593,265
WIPI2,2.9089265482619,1.0677841293702535,0.3376611320669785,0.32792484023618756,25.80424726924696,265
ACTB,3.275293419715729,1.1864074588802593,0.31714565050403665,0.3204219895659303,33.479434416363134,265
FSCN1,3.7773117893369963,1.3290125897903364,0.2591591131563208,0.37552029249607766,37.99550820283112,265
ZNF12,3.0455719588794716,1.1136887189513929,0.3486986555015652,0.29653995866171756,31.27911866776146,265
UNG,4.547947363562665,1.5146760022862815,0.1880154901368655,0.4769358651598486,43.36814807333529,265
USP30,1.4455929578371738,0.36851958883767805,0.7310172097220249,0.17683564078563688,11.817408472999205,265
RBM19,6.82431536851046,1.920492023733248,0.12180659305992593,0.5991182438961463,77.73303638031246,265
LHX5,0.6949985279199329,-0.363845551520404,0.7596847175835622,0.06753441828284391,7.152248676932461,265
SDSL,2.097342306630456,0.7406709749503282,0.47136574839623147,0.27947599624293235,15.739615603188696,265
SDS,3.9376419250513783,1.3705820479596584,0.21324825478192655,0.45492118752691113,34.08287930973782,265
PLBD2,1.5913886518188505,0.4646070009938403,0.675979164587986,0.18012189992466898,14.060021808547292,265
DDX54,3.732327007046119,1.317031901613279,0.2548426201425606,0.38676015975627365,36.01783828071726,265
RITA1,4.813174093062026,1.5713567610904517,0.18048149173250144,0.4827533836250646,47.98857063654694,265
IQCD,0.7028528848496963,-0.35260767671012316,0.7142964427484997,0.10641804566848645,4.642090301869067,265
RASAL1,7.032435726444755,1.9505331218370527,0.08456994416237607,0.7664492136407656,64.52502183628853,265
DTX1,1.0355475551479774,0.034930325615964423,0.9743355233310842,0.12330088486191651,8.697088753044051,265
ANKRD61,2.1852999164073728,0.7817530806417256,0.5189790978832998,0.20309974299974645,23.513253409956462,265
RPH3A,2.1964298278874383,0.7868332366834181,0.5020316982075733,0.22080837606670872,21.848374028058444,265
AIMP2,3.7911011569140096,1.3326565196163467,0.23904502933797722,0.41238452000733955,34.85205502306183,265
EIF2AK1,1.8699117855669223,0.6258912562601666,0.615703789689177,0.16234465561927117,21.537943903753703,265
ERP29,1.015484987304029,0.01536631837809309,0.9864540539611862,0.17229827825691857,5.985026489366303,265
ARPC1A,1.3703051218083186,0.3150334316907705,0.7817198540579047,0.14757603376453732,12.723855486251272,265
ARPC1B,1.8751670010816015,0.6286977226996435,0.5395022592948102,0.2516783824012533,13.971209002525187,265
PTCD1,0.31374271411185256,-1.159182010760032,0.30774733636788104,0.03382091840975561,2.9104617877519945,265
CPSF4,0.1858333142538338,-1.682905166985931,0.09822194730188333,0.025281518613989317,1.3659788881295694,265
ZNF394,0.13086266802526536,-2.033606841354182,0.05342708233536779,0.016618598351250482,1.0304742626746384,265
PHF14,4.849299419390201,1.5788342449052744,0.20467259160010312,0.4227752034146633,55.6222424327797,265
NDUFA4,1.438974997513878,0.36393105285079524,0.7244778013696328,0.19019554641255834,10.886948104339748,265
RNF6,1.8880204287777709,0.6355288879919788,0.5910882182360154,0.18582899805455014,19.182265291210385,265
CDK8,2.19218406559168,0.7848983370894087,0.5142511205440287,0.20727121174717966,23.1854242416251,265
WASF3,3.552422046904721,1.2676296375829088,0.2643108409461936,0.3836157883369537,32.89672318765478,265
GLCCI1,3.6841413752820724,1.3040374931404735,0.2561733085750777,0.3879530836188275,34.985925479589575,265
USP12,1.9834475994525138,0.6848365423991885,0.5944594909391114,0.1593941287995422,24.681363168159795,265
RASL11A,2.455970125029626,0.8985218461350278,0.4488450305934859,0.2400738134592013,25.124727966480584,265
POLR1D,2.0323198401835945,0.7091779189950479,0.5161227672639751,0.2389689730244989,17.28393389538664,265
PDX1,7.964262533206267,2.0749643506518693,0.0503929749469139,0.9964527227043635,63.65528062955774,265
CDX2,3.052475093204874,1.1159527674951912,0.3307260324196829,0.32213923708314623,28.92415180157384,265
PAN3,0.7596582413716588,-0.2748866292449264,0.7968846950293014,0.09365319081124154,6.161889826551562,265
FLT1,2.4687340521445837,0.9037054897556283,0.4155698125211411,0.2802978682412913,21.74346832695748,265
POMP,4.33458142802882,1.4666250491759008,0.19908352306024896,0.462172959985459,40.65273779063904,265
SLC46A3,2.185532729896237,0.7818596111396532,0.4536133936548059,0.28280829119268125,16.889721631935338,265
MTUS2,3.1050879160896407,1.133042029345191,0.3544480182229972,0.28219539216426487,34.166294823955134,265
N4BP2L2,1.611642667121172,0.4772539489915306,0.6848115551215794,0.16085998312800112,16.146912588065003,265
C8B,3.889347476633306,1.3582413997637255,0.26632294472902157,0.35463625667320103,42.655040226001155,265
HSPH1,2.6302038833090755,0.9670613653557362,0.40910478758822066,0.26471762911417146,26.133402943067498,265
MEDAG,1.4148828283116421,0.34704672081962856,0.7838134191455619,0.11857160345830209,16.883413561621897,265
TEX26,3.6517234309268454,1.2951992290125443,0.24059948331853456,0.41977175421833723,31.767463822837666,265
COL1A2,1.2460990105480934,0.22001787992744284,0.8505409819475787,0.12637132786714264,12.287302589092011,265
GNGT1,2.7698920287865865,1.0188083406621493,0.37426675260954634,0.29270734048240415,26.21151160230875,265
TFPI2,2.723023998135292,1.001743026776288,0.40401107797335,0.25896083950303966,28.633131204896635,265
TSPAN12,1.8607889605920713,0.6210005701507738,0.5937368884859184,0.19000083805381984,18.223790964966792,265
ING3,3.0921866454109783,1.1288784928784341,0.3027924602855463,0.36121827259389394,26.470472220013693,265
WNT16,1.8275589319223897,0.6029811594118172,0.5651408007332435,0.23420343369742438,14.260984977548762,265
FAM3C,2.857804304004703,1.0500536041068518,0.32828394193920857,0.34811521279019497,23.460754198380833,265
AUTS2,3.181182102621074,1.1572528581014494,0.31507536886722465,0.332714895905507,30.416190241481562,265
LIMK1,2.38894469262433,0.870851717227772,0.4417928404065077,0.25970338015343075,21.975288658338865,265
ELN,3.494301048520673,1.2511333695687656,0.2513788942795583,0.4119889578409839,29.637056006742405,265
HYAL4,3.702659156730961,1.3090512525238358,0.2240116239442229,0.44887288842781126,30.542465772308397,265
BCL7B,0.4016109007365383,-0.9122715677047167,0.4547632736773387,0.0367256966425475,4.391783691954648,265
LMOD2,7.973351604201141,2.0761049319084943,0.08767139628072973,0.7359962317464249,86.37861589775146,265
WASL,18.132141000783342,2.897686109398651,0.006501027088222969,2.2495802694598726,146.14928026161405,265
ASB15,0.4947387294688386,-0.7037254750139362,0.5223819899095707,0.05727276173524868,4.273696658245808,265
CUL1,3.6464278310688605,1.2937480119584521,0.2610628593267828,0.3819566412058121,34.81137514775913,265
EZH2,2.789789506383828,1.0259661472465378,0.3045039129721935,0.39362260074960514,19.772557457594438,265
AASS,0.6174904969069412,-0.482091600222813,0.6255983404320697,0.0890464380796977,4.281973787981476,265
FEZF1,4.2154763871146494,1.4387626069213397,0.21154837998451112,0.44113461193110265,40.2830353585961,265
SSC4D,4.124314759341783,1.4168998870399172,0.2206287011848449,0.4272606786665293,39.81169595857078,265
SLC13A1,3.063357998365734,1.119511699364264,0.3388371940012068,0.3089540585629091,30.373972977734862,265
RBM28,2.732616885198126,1.005259716072495,0.4148592139223163,0.24386291857788953,30.62046121983445,265
LRWD1,4.380267460459972,1.4771097865559797,0.2238499862929345,0.4053433744612279,47.334542104375046,265
CUX1,1.9695752040842436,0.6778178870533325,0.5540529568282465,0.20858394180487275,18.59791530918736,265
PAX4,6.611532084680781,1.8888154098624952,0.14843619263208477,0.5101796188717586,85.68032686886139,265
