gene,HR,coef,p_value,CI_lower,CI_upper,n_samples,covariates,gene_transform,q_value
UFSP1,0.834958475594185,-0.1803732851951737,0.6795860038009471,0.3547620248039719,1.9651360834119365,260,age+stage_num,log1p,0.7214920924700956
OR6Y1,0.7580993204124804,-0.27694087235547343,0.5100832145802591,0.33254863086543823,1.7282121358136513,260,age+stage_num,log1p,0.5697817809387621
MAFG,0.7767814872773691,-0.2525961943212323,0.5743511980756604,0.3217238175711454,1.8754889940450532,260,age+stage_num,log1p,0.6276423497703226
ARHGEF39,0.20538367357335158,-1.582875470657806,0.052730248205734104,0.041402479452607575,1.0188388214471618,260,age+stage_num,log1p,0.11881290803889451
USP29,0.5840777226440361,-0.5377212182899217,0.26894974879631894,0.22513122598195592,1.5153241608358066,260,age+stage_num,log1p,0.3419246806364802
ZNF579,0.23085050750580008,-1.465984931609203,0.041672898598147566,0.0563210667584135,0.9462171063676535,260,age+stage_num,log1p,0.10620542428942721
PUSL1,0.7873027168612141,-0.23914245793876704,0.42462194274793263,0.4377164399390562,1.4160893021595236,260,age+stage_num,log1p,0.4900889713893228
OTUD6A,0.3604214610157633,-1.0204812072523637,0.1773161948141478,0.08183349014865482,1.587414019917281,260,age+stage_num,log1p,0.25107708836039955
MAP3K19,0.42000529069765596,-0.8674879708848825,0.13342239455128022,0.1352778331719212,1.3040158914271969,260,age+stage_num,log1p,0.20596898772119723
CCNB3,0.2827507174775693,-1.263189626491092,0.038774836782666536,0.08533101478257903,0.9369157092270063,260,age+stage_num,log1p,0.10291427190659519
OR13C8,0.28623009143986544,-1.2509592760874253,0.10742857508825578,0.06241364663175856,1.3126562805895345,260,age+stage_num,log1p,0.17942369293956212
PCDHB2,0.11494100649139306,-2.1633362692731146,0.034950897556328187,0.015392629171477481,0.8582961900839677,260,age+stage_num,log1p,0.09791549075745609
RAP2A,0.01713866720285124,-4.066418128296181,0.011906239132354416,0.0007205257922783755,0.40766606364120883,260,age+stage_num,log1p,0.08094766162165955
KRT9,0.0686375172517895,-2.6789159950307635,0.037538192980554254,0.0054978385402075025,0.8569019879423181,260,age+stage_num,log1p,0.10150452063958888
UBQLN3,0.20797354461815748,-1.57034439670585,0.042161739188943934,0.04572645102479884,0.9459075500432637,260,age+stage_num,log1p,0.10663148059302682
H1-4,0.7321632136232925,-0.3117518204440872,0.4379188512746468,0.33305629939859027,1.609526594606293,260,age+stage_num,log1p,0.502299239255564
KCTD19,0.3436122040921024,-1.0682415711905082,0.0961315498195519,0.09763140069241708,1.2093378356109459,260,age+stage_num,log1p,0.16719415509925872
PCDHB1,0.3023508655185611,-1.1961671296291387,0.0782189756563392,0.07986682987165049,1.144605914955341,260,age+stage_num,log1p,0.1478606038029127
COA6,0.08707803579660073,-2.4409505991793203,0.010948164199624216,0.013283073835193058,0.5708456048858418,260,age+stage_num,log1p,0.08094766162165955
DCUN1D4,0.14207270991704363,-1.9514163107601576,0.037445596257344775,0.022608116519962133,0.8928056826560552,260,age+stage_num,log1p,0.10137439034277602
TRIM32,0.43359682575209946,-0.8356401495659244,0.23843277946910682,0.10807749658639701,1.7395499825627863,260,age+stage_num,log1p,0.31155489871013414
TREML4,0.10705399737434888,-2.2344219234539895,0.012254788391367089,0.01863200511769337,0.6151006443715441,260,age+stage_num,log1p,0.08094766162165955
PCBP1,0.8338408733457302,-0.18171269417354827,0.6157548398252508,0.4101013363995809,1.6954116954754712,260,age+stage_num,log1p,0.6645371217777918
TMEM198,0.9042424323192426,-0.10065777719878186,0.8264653000398756,0.3676842214816798,2.2237951172113615,260,age+stage_num,log1p,0.850339720803835
OR13H1,0.6346443008256069,-0.4546905932156774,0.4260463199445388,0.20715365003829092,1.9443219489300507,260,age+stage_num,log1p,0.4914012074448859
WDCP,0.9258641966133464,-0.07702771101610122,0.8371232009874487,0.4442287166238229,1.92969179724683,260,age+stage_num,log1p,0.8596241474514106
KCTD14,0.5048075304237207,-0.683578050228285,0.17552004877656746,0.18776079461346257,1.35720901318674,260,age+stage_num,log1p,0.249380251637392
METTL5,0.11729665815657002,-2.1430490134423574,0.01641034668406141,0.020375498088760664,0.6752475917282522,260,age+stage_num,log1p,0.08094766162165955
RINL,0.09785872917935114,-2.324230379314706,0.021664868541945645,0.013458740107933206,0.7115324911395573,260,age+stage_num,log1p,0.08490269542928097
FAM229B,0.5982755281328928,-0.5137038817578026,0.19588279860222674,0.27467501524616017,1.3031167295719135,260,age+stage_num,log1p,0.26931373518133306
TTN,0.5932480004970074,-0.5221427540941818,0.24447787301176294,0.24624299695955784,1.4292515703563315,260,age+stage_num,log1p,0.3179351401713304
XRCC1,0.33005525038478994,-1.1084952131272263,0.2454158167979203,0.05084739819851749,2.1424197140089367,260,age+stage_num,log1p,0.3188820184633437
TUBGCP6,0.3648658344483532,-1.0082255698264035,0.17648562790865222,0.08456791895341222,1.5742030641788842,260,age+stage_num,log1p,0.2502118723858854
COX6B2,0.1922992458197932,-1.6487025482890447,0.04102884761249154,0.039549174860054985,0.9350131848189425,260,age+stage_num,log1p,0.10567407769567567
SOX12,0.021085292148570644,-3.85917953612572,0.024186589740670977,0.0007356916597396235,0.6043150538745057,260,age+stage_num,log1p,0.08655228182399292
ARF3,0.5889875908467469,-0.5293501637243941,0.2714726875268795,0.22927910086965658,1.5130309777717967,260,age+stage_num,log1p,0.344236227267303
MEST,0.5370235584069907,-0.6217133150314708,0.14649000700085565,0.23202709498987328,1.2429337284798287,260,age+stage_num,log1p,0.2195305071619903
SAMD7,0.04978743689284644,-2.9999925980052518,0.005237925448711675,0.006060598119542065,0.40900069984288306,260,age+stage_num,log1p,0.08094766162165955
TBC1D22A,0.3511652459787634,-1.046498380037072,0.12992011893851935,0.09063811882583878,1.3605426897735948,260,age+stage_num,log1p,0.20229023983630795
KRT71,0.4211163068844329,-0.8648462200700062,0.12498146023169947,0.13949821961157727,1.271263134524379,260,age+stage_num,log1p,0.19711386434374464
TEX37,0.23261707212798508,-1.4583616446521097,0.14185006567547395,0.03323286016999777,1.6282288665074542,260,age+stage_num,log1p,0.21477729970590692
SOX6,0.06621833221227014,-2.7147979327393927,0.0061280725414795435,0.009503138188657133,0.46141258118379425,260,age+stage_num,log1p,0.08094766162165955
RSPO2,0.26150790047889066,-1.3412907837771677,0.0392333304322057,0.0730672285719651,0.9359378116486593,260,age+stage_num,log1p,0.10342522063195933
SPATS2,0.16686499802871477,-1.7905701885304894,0.07355582483302844,0.02347421447427157,1.1861494917174222,260,age+stage_num,log1p,0.14239533138589242
B3GLCT,0.959854530403494,-0.04097353683190509,0.8903040136980285,0.5362014471343224,1.7182361675076088,260,age+stage_num,log1p,0.9057340073897602
XKR4,0.10445458035007875,-2.2590029398579468,0.024517946206220644,0.014585034750460246,0.7480790785066009,260,age+stage_num,log1p,0.08682857334605898
RNF133,0.3661865028706945,-1.0046125046828662,0.16046220480111562,0.09003848270000053,1.4892804816741805,260,age+stage_num,log1p,0.23382075165830582
NANOS2,0.09558864391567273,-2.3477012534735375,0.015088720307812154,0.014391801634944478,0.6348884647945277,260,age+stage_num,log1p,0.08094766162165955
PRDM7,0.060819119052672406,-2.799851081338438,0.03097963129910614,0.004778878835083242,0.7740236507332804,260,age+stage_num,log1p,0.0932667457564899
ERICH1,0.059252392476504295,-2.825949120431837,0.009814058922441377,0.006937373774651645,0.5060771018303677,260,age+stage_num,log1p,0.08094766162165955
CASR,0.07758269113506831,-2.556410929055987,0.015066392569018013,0.00987574873956949,0.6094802654954738,260,age+stage_num,log1p,0.08094766162165955
SEC31B,0.06773484863125313,-2.692154480671752,0.04147175857180593,0.005091251586366309,0.9011555687770081,260,age+stage_num,log1p,0.10610642035453406
IGFN1,0.11656137864205098,-2.1493372894193303,0.011702004994865895,0.021920200724301828,0.6198189132398247,260,age+stage_num,log1p,0.08094766162165955
OR10P1,0.2558000468420495,-1.3633592067175933,0.14150901662370985,0.04154835751975744,1.574879679257577,260,age+stage_num,log1p,0.21437301576567586
BTLA,0.6268125426887483,-0.46710775802921795,0.21264930218638506,0.3006869324561887,1.3066546007255575,260,age+stage_num,log1p,0.2862039466643563
SLC6A7,0.6432825152902882,-0.44117128064808425,0.28004893205863024,0.2889084212394296,1.4323306766307708,260,age+stage_num,log1p,0.3522899064986025
PFDN4,0.36916261207876555,-0.9965180488736213,0.077726691892452,0.12200170394691802,1.1170420555446663,260,age+stage_num,log1p,0.14746399847594202
KLF13,0.08955303710142538,-2.412924235903393,0.010373166732053704,0.014150210392841768,0.5667581068721255,260,age+stage_num,log1p,0.08094766162165955
ZNF217,0.02367212426610319,-3.743457114400576,0.004316908171390967,0.0018103655139359257,0.3095338830507931,260,age+stage_num,log1p,0.08094766162165955
PARD3B,0.4491966612567317,-0.800294488788544,0.2316237603485974,0.12104592858780544,1.6669510725247367,260,age+stage_num,log1p,0.3047241701248603
DOCK8,0.3712646561045014,-0.9908401119218898,0.14849371384789103,0.09681910398206346,1.4236595796004186,260,age+stage_num,log1p,0.22138091609958638
MTCL1,0.54800859289846,-0.6014643116854164,0.14585097735175231,0.2436469851902794,1.2325759650012347,260,age+stage_num,log1p,0.21882446437471656
SEMA5B,0.8786424999461095,-0.12937717626104558,0.7027021758277641,0.4521462224863754,1.7074402136242823,260,age+stage_num,log1p,0.7416357480358307
RASAL3,0.3922120528251075,-0.93595263436851,0.11389176222890468,0.12291082932149214,1.2515601369747347,260,age+stage_num,log1p,0.1859937471050423
PLPP2,0.11156665629273492,-2.193133052417121,0.004931906263276956,0.02418441387046583,0.5146752310396802,260,age+stage_num,log1p,0.08094766162165955
ACVR2A,0.04849639921561104,-3.0262657267719377,0.004375926806895723,0.0060502150103341045,0.38873010841147637,260,age+stage_num,log1p,0.08094766162165955
PLD4,0.9627073623026355,-0.03800579467096598,0.9420024780952373,0.34580594674998866,2.68013165806475,260,age+stage_num,log1p,0.9494093526963514
HBE1,0.978020475560161,-0.022224673010894133,0.973473980031114,0.263889444595739,3.624715085062437,260,age+stage_num,log1p,0.9773519696383991
CD177,0.11213762730658247,-2.188028346825214,0.028229070066385226,0.01588183756669663,0.7917753474773458,260,age+stage_num,log1p,0.09048647631902132
OPA3,0.06200204908735739,-2.780587844687091,0.005114758099055482,0.008851565047996515,0.4343021906505894,260,age+stage_num,log1p,0.08094766162165955
PPP1R36,0.3039585129966255,-1.1908640572946856,0.13554186880843433,0.06363369802933452,1.4519158949481215,260,age+stage_num,log1p,0.2080123585831414
GPR17,0.21334228019908213,-1.544857453742723,0.053842421194731004,0.04436769647308377,1.0258573723374595,260,age+stage_num,log1p,0.11978128321746472
EPX,0.32537891615439385,-1.1227648799214929,0.13894610550316766,0.07354067132941623,1.4396311206294299,260,age+stage_num,log1p,0.21157491482596574
ZNF622,0.8130535224713634,-0.2069583383031329,0.6399570739567135,0.3415921129063023,1.9352204147184673,260,age+stage_num,log1p,0.6867550333861099
BHLHA15,0.7066955039003832,-0.3471553934105855,0.3291754805270849,0.35188215628278513,1.419277807402277,260,age+stage_num,log1p,0.39993834600486816
OSTN,1.0047602081589102,0.004748914194950156,0.9803051717170317,0.6891543638978486,1.4649012308208766,260,age+stage_num,log1p,0.9831805993674446
PPP6R1,0.21028707713266678,-1.5592816478398286,0.12073039523974183,0.029340019685769145,1.5071787709279763,260,age+stage_num,log1p,0.1930879379367441
CDC42SE2,0.8893319378583397,-0.11728472974076883,0.7123448362993048,0.4767604110223241,1.6589282109202559,260,age+stage_num,log1p,0.7501339949234364
LTN1,0.015487158387278113,-4.167744089588747,0.01683911675250809,0.0005078666633033532,0.47227371324700057,260,age+stage_num,log1p,0.08099318692208231
DOC2A,0.8042197550936726,-0.217882719919317,0.6919716754693215,0.27368423267249126,2.363195746307001,260,age+stage_num,log1p,0.7320619280162368
TBC1D30,0.426311667427185,-0.8525845865327535,0.11596500279260111,0.14724960480081234,1.2342419392594808,260,age+stage_num,log1p,0.18807700026021643
SLC39A1,0.27891287607066545,-1.2768558180760239,0.06811067845703295,0.07074420829055202,1.0996291331512387,260,age+stage_num,log1p,0.13610743546937867
LRRC15,0.12870594531458682,-2.050224970306484,0.11593444694532141,0.00998845630658585,1.6584364841641448,260,age+stage_num,log1p,0.1880627979830844
CX3CR1,0.0687757453082413,-2.6769041353237646,0.015441430905200894,0.00788121537090354,0.600174328462971,260,age+stage_num,log1p,0.08094766162165955
IMMT,0.1231086843517757,-2.0946877011494704,0.014968198535319225,0.022776786377839767,0.6654032711818659,260,age+stage_num,log1p,0.08094766162165955
CEMIP,0.8621445729682262,-0.14833230432095817,0.6881865994265153,0.41779613188218,1.7790812503457465,260,age+stage_num,log1p,0.7289597367066643
ZDHHC19,0.1793322435315077,-1.7185150844687802,0.0600377830649069,0.02990786140201568,1.0753043535194566,260,age+stage_num,log1p,0.1271386216899906
TMEM106C,0.09174105345710784,-2.3887853068061413,0.006134857272462746,0.016618851372988432,0.5064381827915978,260,age+stage_num,log1p,0.08094766162165955
IL1RAPL1,0.24399247796212695,-1.4106178821881985,0.13241274719978038,0.03884838194560516,1.53242751230811,260,age+stage_num,log1p,0.20495802891029835
MPP3,0.15346059333727569,-1.8743114658431441,0.048658369029859504,0.023811500817224024,0.9890243327457009,260,age+stage_num,log1p,0.11391655481365773
ACTN2,0.7051583650654978,-0.3493328700971225,0.4111721974779895,0.30652792487364244,1.6221958244973034,260,age+stage_num,log1p,0.47803486440891385
RNASE9,0.3895533003556272,-0.9427545800151875,0.19978737552060954,0.09219108765857545,1.646056876777132,260,age+stage_num,log1p,0.27319455458861996
NRROS,0.12273518773867352,-2.0977261897421084,0.031648836322271834,0.01811366303715849,0.8316333520362611,260,age+stage_num,log1p,0.09410194490930407
RFT1,0.36380787439784074,-1.0111293682784839,0.2716412673354971,0.059970209815555016,2.2070319560486955,260,age+stage_num,log1p,0.3443861339773446
MOGAT2,0.2731276747153143,-1.297815920172218,0.04708184077101654,0.0758574396285662,0.9834068624074984,260,age+stage_num,log1p,0.11203967491718647
EZR,0.10456593914629118,-2.2579374099567033,0.07476728697917179,0.0087253403410773,1.2531357175914886,260,age+stage_num,log1p,0.14384472978114118
REXO4,0.06407920772683623,-2.747635340111883,0.08559231505653578,0.0027942131110149115,1.4695174275406642,260,age+stage_num,log1p,0.15581606455853053
CCDC171,0.14868688546636602,-1.9059126239826272,0.08537037180604315,0.016953254956534332,1.3040439706929077,260,age+stage_num,log1p,0.15555696445393713
TCHH,0.19816565578705375,-1.618651952691107,0.04980581233853889,0.03932358363161292,0.9986278845131383,260,age+stage_num,log1p,0.11532427684722064
OR2T6,0.23298509840111922,-1.456780782821671,0.0517193739736832,0.05369579234733407,1.0109182433858666,260,age+stage_num,log1p,0.11744845607898499
SMIM30,0.20896560370184472,-1.565585616150634,0.07395547264455972,0.037522617211504766,1.1637414118620664,260,age+stage_num,log1p,0.1429060468154342
B4GALT3,0.1940480475106447,-1.6396494830027184,0.06913849299558182,0.033113676768249785,1.1371327021829731,260,age+stage_num,log1p,0.13732314387170672
TMCO1,0.24750139619743372,-1.3963390557875512,0.058670221084655444,0.05820028615930062,1.0525195864503485,260,age+stage_num,log1p,0.1256746458535368
BMPR1B,0.12294100266598217,-2.096050691802172,0.016658702261008518,0.022104526410296668,0.6837735337987808,260,age+stage_num,log1p,0.08094766162165955
